Sample	AS	ASprime	LOH_n_seg	LOH_frac_altered
TCGA-5R-AA1C-01	11	8	32	0.060181184281777336
TCGA-5R-AA1D-01	4	2	12	0.052380258
TCGA-5R-AAAM-01	4	3	33	0.072774095
TCGA-BC-4073-01	1	3	162	0.067804409
TCGA-BC-A10Q-01	22	61	9	0.1257105132383813
TCGA-BC-A10R-01	22	30	68	0.2287018711659726
TCGA-BC-A10S-01	8	8	8	0.1806900554513274
TCGA-BC-A10T-01	3	8	44	0.14707659829527156
TCGA-BC-A10U-01	9	8	15	0.10989347567830574
TCGA-BC-A10W-01	4	14	11	0.12969412826107232
TCGA-BC-A10X-01	0	0	3	6.478512605622908e-05
TCGA-BC-A10Y-01	2	7	51	0.11261908730081555
TCGA-BC-A10Z-01	2	5	63	0.066096281
TCGA-BC-A110-01	0	0	19	2.8235086658949506e-06
TCGA-BC-A112-01	23	24	18	0.060964764
TCGA-BC-A216-01	5	5	93	0.084081726
TCGA-BC-A217-01	23	19	16	0.070370006
TCGA-BC-A3KF-01	7	12	47	0.2572627947887209
TCGA-BC-A3KG-01	7	11	75	0.1716090571995756
TCGA-BC-A5W4-01	16	14	104	0.22835273443477025
TCGA-BC-A69H-01	18	61	55	0.2148908128846493
TCGA-BC-A69I-01	5	4	17	0.055820557
TCGA-BC-A8YO-01	3	7	96	0.094535059
TCGA-BD-A2L6-01	6	6	18	0.045747676
TCGA-BD-A3EP-01	25	54	17	0.1703948
TCGA-BW-A5NO-01	21	54	41	0.083045505
TCGA-BW-A5NQ-01	34	39	11	0.021038969559430645
TCGA-CC-5258-01	11	18	42	0.2230802232286805
TCGA-CC-5260-01	7	7	29	0.1868227093933197
TCGA-CC-5261-01	15	28	32	0.2397702921490792
TCGA-CC-5262-01	5	6	9	0.096911059
TCGA-CC-5263-01	8	11	72	0.18151321906874485
TCGA-CC-5264-01	24	25	33	0.37145913295042776
TCGA-CC-A1HT-01	14	21	17	0.17459587591929776
TCGA-CC-A3M9-01	23	36	49	0.27758048971583577
TCGA-CC-A3MA-01	8	12	46	0.2747725057534207
TCGA-CC-A3MB-01	20	33	29	0.24911098092354386
TCGA-CC-A3MC-01	6	10	12	0.085425917
TCGA-CC-A5UC-01	19	21	33	0.1034652234243486
TCGA-CC-A5UD-01	19	33	58	0.2277895106155738
TCGA-CC-A5UE-01	25	42	45	0.16922521715981656
TCGA-CC-A7IE-01	20	18	69	0.10007995632037114
TCGA-CC-A7IF-01	11	12	41	0.079668001
TCGA-CC-A7IG-01	18	45	91	0.31658354630092905
TCGA-CC-A7IH-01	7	7	40	0.042006411971038944
TCGA-CC-A7II-01	27	45	21	0.026951593964667325
TCGA-CC-A7IJ-01	12	31	173	0.3572398394014903
TCGA-CC-A7IK-01	27	48	18	0.035699434901615895
TCGA-CC-A7IL-01	21	32	42	0.10080797540910667
TCGA-CC-A8HT-01	8	7	48	0.12212712964428045
TCGA-CC-A8HU-01	17	21	78	0.30667057116930074
TCGA-CC-A8HV-01	28	23	128	0.2453061471537268
TCGA-CC-A9FS-01	9	13	67	0.2511633156027648
TCGA-CC-A9FU-01	17	24	75	0.21847423739884256
TCGA-CC-A9FV-01	0	0	4	0.000185571
TCGA-CC-A9FW-01	23	22	64	0.33724140661047225
TCGA-DD-A113-01	23	64	36	0.20057953515843727
TCGA-DD-A114-01	9	8	14	0.2318040110141383
TCGA-DD-A115-01	10	14	40	0.11651736788459408
TCGA-DD-A116-01	9	9	33	0.2078517082390205
TCGA-DD-A118-01	18	28	14	0.15096496344433027
TCGA-DD-A119-01	6	9	8	0.073840117
TCGA-DD-A11A-01	15	34	32	0.035987690143297835
TCGA-DD-A11B-01	9	6	13	0.18753932394848555
TCGA-DD-A11C-01	5	11	119	0.1780805194611877
TCGA-DD-A11D-01	7	5	32	0.016037091658830716
TCGA-DD-A1E9-01	32	13	2	0.015605996
TCGA-DD-A1EA-01	5	4	4	0.007691433
TCGA-DD-A1EB-01	3	4	42	0.063510634
TCGA-DD-A1EC-01	8	6	17	0.040598592
TCGA-DD-A1ED-01	0	0	19	3.0448326467159198e-05
TCGA-DD-A1EE-01	6	6	6	0.053682523695453815
TCGA-DD-A1EF-01	29	46	17	0.19229452859339305
TCGA-DD-A1EG-01	21	58	6	0.057122052
TCGA-DD-A1EH-01	6	6	8	0.1533319993629305
TCGA-DD-A1EI-01	14	19	39	0.14635233697551742
TCGA-DD-A1EJ-01	11	11	16	0.090739122
TCGA-DD-A1EK-01	5	7	44	0.11953426350189587
TCGA-DD-A1EL-01	11	12	28	0.2263695331566725
TCGA-DD-A39V-01	12	9	16	0.036102463739185166
TCGA-DD-A39W-01	1	2	6	0.007152003
TCGA-DD-A39X-01	1	6	33	0.1123001531187263
TCGA-DD-A39Y-01	26	17	20	0.06628679
TCGA-DD-A39Z-01	9	6	15	0.1025659013179567
TCGA-DD-A3A0-01	5	11	38	0.15972132142748866
TCGA-DD-A3A1-01	8	7	28	0.10825974984012424
TCGA-DD-A3A2-01	2	1	5	0.003444879
TCGA-DD-A3A3-01	8	9	7	0.030761700288899345
TCGA-DD-A3A4-01	2	4	9	0.069131527
TCGA-DD-A3A5-01	6	8	48	0.089518675
TCGA-DD-A3A6-01	1	1	3	0.011596532203828669
TCGA-DD-A3A7-01	29	26	46	0.13636982818824092
TCGA-DD-A3A8-01	5	5	15	0.086508694
TCGA-DD-A3A9-01	21	66	64	0.15381013418394182
TCGA-DD-A4NA-01	13	13	93	0.21305418383811084
TCGA-DD-A4NB-01	0	0	12	0.002183181
TCGA-DD-A4ND-01	15	12	36	0.14139255118883062
TCGA-DD-A4NF-01	2	3	5	0.00528288
TCGA-DD-A4NH-01	11	10	52	0.2643352593067911
TCGA-DD-A4NI-01	4	6	13	0.012446137046037043
TCGA-DD-A4NK-01	9	6	27	0.055667101
TCGA-DD-A4NL-01	0	0	8	0.001266767
TCGA-DD-A4NN-01	8	12	60	0.22061139504359364
TCGA-DD-A4NO-01	19	36	35	0.056841846
TCGA-DD-A4NP-01	2	1	2	6.656934786045671e-05
TCGA-DD-A4NQ-01	11	15	64	0.2478679319560051
TCGA-DD-A4NR-01	7	5	28	0.039191552
TCGA-DD-A4NS-01	3	6	19	0.036720506
TCGA-DD-A4NV-01	17	34	37	0.14401784162264414
TCGA-DD-A73A-01	1	3	37	0.032772922005622644
TCGA-DD-A73B-01	7	12	93	0.3327219112628397
TCGA-DD-A73C-01	2	2	15	0.015660478238278142
TCGA-DD-A73D-01	9	14	22	0.013777685360339362
TCGA-DD-A73E-01	13	11	26	0.079611528
TCGA-DD-A73F-01	1	4	120	0.096762008
TCGA-DD-A73G-01	19	22	120	0.091152644
TCGA-DD-AA3A-01	11	11	76	0.2111042468002012
TCGA-DD-AAC8-01	17	31	26	0.046606539
TCGA-DD-AAC9-01	2	6	22	0.049468403
TCGA-DD-AACA-01	4	6	26	0.068807467
TCGA-DD-AACB-01	18	29	52	0.17331181406842375
TCGA-DD-AACC-01	5	6	53	0.1276747769143932
TCGA-DD-AACD-01	7	7	90	0.069041459
TCGA-DD-AACE-01	21	37	19	0.024049477973249928
TCGA-DD-AACF-01	10	11	53	0.1307212156658439
TCGA-DD-AACG-01	18	26	72	0.12597517827529356
TCGA-DD-AACH-01	6	18	98	0.23851334949846945
TCGA-DD-AACI-01	25	28	29	0.0624278
TCGA-DD-AACJ-01	10	10	31	0.040759308867461916
TCGA-DD-AACK-01	1	1	14	0.016136028667065736
TCGA-DD-AACL-01	6	8	65	0.16454975292555912
TCGA-DD-AACM-01	7	10	70	0.16903341043413167
TCGA-DD-AACN-01	14	17	77	0.2034456757788433
TCGA-DD-AACO-01	10	11	43	0.098548274
TCGA-DD-AACP-01	21	24	34	0.1662527692994938
TCGA-DD-AACQ-01	4	5	34	0.095376443
TCGA-DD-AACS-01	6	10	69	0.17054251918273244
TCGA-DD-AACT-01	12	10	13	0.013120725887004869
TCGA-DD-AACU-01	25	16	96	0.23645418735464704
TCGA-DD-AACV-01	8	8	96	0.20282315540934948
TCGA-DD-AACW-01	5	5	52	0.14816620307167536
TCGA-DD-AACX-01	5	5	27	0.058919319
TCGA-DD-AACY-01	6	9	27	0.095357211
TCGA-DD-AACZ-01	23	33	109	0.19584541797326652
TCGA-DD-AAD0-01	4	6	47	0.083842842
TCGA-DD-AAD1-01	7	8	34	0.081216967
TCGA-DD-AAD2-01	5	6	26	0.020557016
TCGA-DD-AAD3-01	8	9	67	0.17275238839741475
TCGA-DD-AAD5-01	16	23	63	0.097860785
TCGA-DD-AAD6-01	9	12	37	0.12787010886355948
TCGA-DD-AAD8-01	17	17	48	0.13457984224525815
TCGA-DD-AADA-01	8	13	24	0.050411989767978935
TCGA-DD-AADB-01	9	8	90	0.1993717197645474
TCGA-DD-AADC-01	10	16	114	0.2986238007685222
TCGA-DD-AADD-01	16	55	50	0.20968546988460715
TCGA-DD-AADE-01	3	4	31	0.021881632
TCGA-DD-AADF-01	11	28	98	0.095384628
TCGA-DD-AADG-01	6	6	39	0.044597977
TCGA-DD-AADI-01	5	5	39	0.10908174917202544
TCGA-DD-AADJ-01	5	4	193	0.11670625100041702
TCGA-DD-AADK-01	9	11	59	0.25816496365526403
TCGA-DD-AADL-01	14	16	52	0.18556997117146304
TCGA-DD-AADM-01	5	13	49	0.1132838495400556
TCGA-DD-AADN-01	17	28	69	0.14758339607633958
TCGA-DD-AADO-01	20	25	75	0.15916995006304518
TCGA-DD-AADP-01	7	8	71	0.20587006410507244
TCGA-DD-AADQ-01	8	10	65	0.13185532579505854
TCGA-DD-AADS-01	5	4	30	0.014009450219710505
TCGA-DD-AADU-01	26	11	15	0.010831625662298852
TCGA-DD-AADV-01	6	8	117	0.2675933916255193
TCGA-DD-AADW-01	5	9	95	0.1786739340339911
TCGA-DD-AADY-01	9	12	106	0.31824767995088504
TCGA-DD-AAE0-01	18	33	62	0.1487070006075482
TCGA-DD-AAE1-01	5	8	30	0.13834848152509374
TCGA-DD-AAE2-01	5	4	132	0.1751426429095833
TCGA-DD-AAE3-01	27	51	57	0.1951144669304976
TCGA-DD-AAE4-01	2	4	58	0.077042498
TCGA-DD-AAE6-01	9	18	48	0.1455937746434731
TCGA-DD-AAE7-01	2	2	17	0.020585244
TCGA-DD-AAE8-01	12	11	68	0.27409406102625145
TCGA-DD-AAE9-01	14	14	56	0.1653895240584138
TCGA-DD-AAEA-01	9	9	34	0.093708045
TCGA-DD-AAEB-01	5	5	30	0.040154788189274745
TCGA-DD-AAED-01	8	8	65	0.21556759208724235
TCGA-DD-AAEE-01	8	13	69	0.2138835978759319
TCGA-DD-AAEG-01	7	10	82	0.1212162354412797
TCGA-DD-AAEH-01	7	6	45	0.082643147
TCGA-DD-AAEI-01	4	5	57	0.061531857
TCGA-DD-AAEK-01	17	17	57	0.19823499481051213
TCGA-DD-AAVP-01	5	8	48	0.12408677995185152
TCGA-DD-AAVQ-01	14	12	25	0.11841324128242313
TCGA-DD-AAVR-01	4	7	34	0.033578103
TCGA-DD-AAVS-01	7	9	54	0.1897153445414668
TCGA-DD-AAVU-01	33	13	70	0.1915344174958854
TCGA-DD-AAVV-01	21	24	51	0.23805867308383194
TCGA-DD-AAVW-01	8	11	85	0.2227971195718373
TCGA-DD-AAVX-01	2	3	21	0.034583022239371965
TCGA-DD-AAVY-01	9	9	41	0.060103330315639275
TCGA-DD-AAVZ-01	6	6	65	0.16145833958493433
TCGA-DD-AAW0-01	8	10	71	0.20740018883439854
TCGA-DD-AAW1-01	3	4	19	0.00638051
TCGA-DD-AAW2-01	9	9	21	0.053544180883033116
TCGA-DD-AAW3-01	8	8	25	0.10280591683273313
TCGA-ED-A459-01	18	21	196	0.28171251366740513
TCGA-ED-A4XI-01	1	1	32	0.030845535488844895
TCGA-ED-A5KG-01	0	0	14	0.002238929
TCGA-ED-A627-01	0	0	7	0.002586157
TCGA-ED-A66X-01	22	62	7	0.000873529
TCGA-ED-A66Y-01	17	16	31	0.079745666
TCGA-ED-A7PX-01	6	11	121	0.2772822975559356
TCGA-ED-A7PY-01	8	12	40	0.13310974388620742
TCGA-ED-A7PZ-01	21	65	67	0.2015091634813904
TCGA-ED-A7XO-01	6	8	121	0.22882575477328124
TCGA-ED-A7XP-01	7	10	74	0.219449164
TCGA-ED-A82E-01	23	14	65	0.2026159731894284
TCGA-ED-A8O5-01	8	8	47	0.16821472097593587
TCGA-ED-A8O6-01	25	20	63	0.20347908890089988
TCGA-ED-A97K-01	31	18	99	0.3717706643000757
TCGA-EP-A12J-01	4	5	8	0.067446669
TCGA-EP-A26S-01	3	3	3	0.017128239235125894
TCGA-EP-A2KA-01	5	6	77	0.065196446
TCGA-EP-A2KB-01	9	8	12	0.2362809327272647
TCGA-EP-A2KC-01	9	7	8	0.023241348632373062
TCGA-EP-A3JL-01	31	16	3	0.07583557
TCGA-EP-A3RK-01	8	8	11	0.17651147948382953
TCGA-ES-A2HS-01	25	56	7	0.120867432
TCGA-ES-A2HT-01	38	9	2	0.015389476960570182
TCGA-FV-A23B-01	6	6	15	0.1297615050545417
TCGA-FV-A2QQ-01	4	4	14	0.074508858
TCGA-FV-A2QR-01	5	8	43	0.13309095036571192
TCGA-FV-A3I0-01	19	53	38	0.19383866263712649
TCGA-FV-A3I1-01	9	9	43	0.21666163255337198
TCGA-FV-A3R2-01	14	10	17	0.16733955687256333
TCGA-FV-A3R3-01	1	4	3	0.024627856313393603
TCGA-FV-A495-01	5	4	90	0.077818409
TCGA-FV-A496-01	9	16	96	0.10422089314492428
TCGA-FV-A4ZP-01	17	22	53	0.084243852
TCGA-FV-A4ZQ-01	12	15	55	0.10944306055831723
TCGA-G3-A25S-01	27	39	26	0.2715269625782259
TCGA-G3-A25T-01	19	23	6	0.11285902041947787
TCGA-G3-A25U-01	6	9	22	0.15437389597905898
TCGA-G3-A25V-01	0	0	19	0.001781201
TCGA-G3-A25W-01	9	5	12	0.039575153
TCGA-G3-A25Y-01	3	8	19	0.18949725108188065
TCGA-G3-A25Z-01	7	5	20	0.08869072
TCGA-G3-A3CH-01	5	6	15	0.10616617129792212
TCGA-G3-A3CI-01	0	0	5	0.017265345677044703
TCGA-G3-A3CJ-01	36	13	11	0.017430859710561963
TCGA-G3-A3CK-01	1	2	4	0.002004752
TCGA-G3-A5SI-01	5	11	43	0.14371738310336105
TCGA-G3-A5SJ-01	7	6	41	0.10172479912692828
TCGA-G3-A5SL-01	6	9	29	0.060887487399324265
TCGA-G3-A5SM-01	22	27	16	0.090505461
TCGA-G3-A6UC-01	7	7	50	0.059264195
TCGA-G3-A7M5-01	18	16	47	0.18159352742925453
TCGA-G3-A7M6-01	8	9	55	0.13110546582688215
TCGA-G3-A7M7-01	2	3	17	0.015722145016040932
TCGA-G3-A7M8-01	0	0	2	6.157062578076311e-05
TCGA-G3-A7M9-01	16	57	57	0.17825653685530732
TCGA-G3-AAUZ-01	8	6	47	0.073071429
TCGA-G3-AAV0-01	4	5	16	0.040445387349385235
TCGA-G3-AAV1-01	17	16	32	0.10149993302656997
TCGA-G3-AAV2-01	5	7	21	0.059403080824438875
TCGA-G3-AAV3-01	6	5	23	0.071212234
TCGA-G3-AAV4-01	12	10	25	0.079486375
TCGA-G3-AAV5-01	11	7	19	0.023098720712169167
TCGA-G3-AAV6-01	24	58	37	0.14998121360465713
TCGA-G3-AAV7-01	12	11	78	0.36899474656437176
TCGA-GJ-A3OU-01	7	10	48	0.13022137585615065
TCGA-GJ-A6C0-01	3	5	149	0.093024654
TCGA-GJ-A9DB-01	6	5	44	0.078753959
TCGA-HP-A5MZ-01	5	5	9	0.00086693
TCGA-HP-A5N0-01	5	5	38	0.1101730211262358
TCGA-K7-A5RG-01	6	7	3	0.0008577
TCGA-K7-A6G5-01	3	4	28	0.027461657517701858
TCGA-K7-AAU7-01	6	6	37	0.058205340109014236
TCGA-KR-A7K0-01	2	2	15	0.007108024
TCGA-KR-A7K2-01	20	19	26	0.032772016
TCGA-KR-A7K7-01	20	34	27	0.022094705
TCGA-KR-A7K8-01	4	6	5	9.574923925651028e-05
TCGA-LG-A6GG-01	16	15	78	0.11322540241967373
TCGA-LG-A9QC-01	7	5	47	0.18890475114987704
TCGA-LG-A9QD-01	3	3	25	0.028618985
TCGA-MI-A75C-01	5	8	25	0.063631678
TCGA-MI-A75E-01	6	7	9	0.000610381
TCGA-MI-A75G-01	14	17	44	0.094807818
TCGA-MI-A75H-01	5	5	23	0.059897224
TCGA-MI-A75I-01	11	11	58	0.1942552751645467
TCGA-MR-A520-01	0	0	5	0.001147542
TCGA-MR-A8JO-01	6	8	28	0.12683423144463338
TCGA-NI-A4U2-01	4	4	47	0.072555688
TCGA-NI-A8LF-01	18	23	115	0.1288342401659111
TCGA-O8-A75V-01	8	11	29	0.066330435
TCGA-PD-A5DF-01	3	6	74	0.10667373657771054
TCGA-QA-A7B7-01	8	11	90	0.2209660205849794
TCGA-RC-A6M3-01	23	23	93	0.17234940590118855
TCGA-RC-A6M4-01	17	13	32	0.10778127572893917
TCGA-RC-A6M5-01	15	10	5	0.028106729829984075
TCGA-RC-A6M6-01	5	13	118	0.2004721447624968
TCGA-RC-A7S9-01	5	9	42	0.052324814
TCGA-RC-A7SB-01	5	5	65	0.1809588401224073
TCGA-RC-A7SF-01	10	11	49	0.13907561707030724
TCGA-RC-A7SH-01	7	8	72	0.2242355040224273
TCGA-RC-A7SK-01	18	20	19	0.090180765
TCGA-RG-A7D4-01	31	58	29	0.065978972
TCGA-UB-A7MA-01	14	59	61	0.12112461337682875
TCGA-UB-A7MB-01	4	9	110	0.17423544778476102
TCGA-UB-A7MC-01	15	28	51	0.15600498289838516
TCGA-UB-A7MD-01	6	6	25	0.057139326840571575
TCGA-UB-A7ME-01	25	35	61	0.1310265504659823
TCGA-UB-A7MF-01	12	20	36	0.098973278
TCGA-UB-AA0U-01	18	22	48	0.14621308367727998
TCGA-UB-AA0V-01	0	0	6	0.001314214
TCGA-WJ-A86L-01	4	4	64	0.087048732
TCGA-WQ-A9G7-01	21	24	91	0.2905148179716522
TCGA-WQ-AB4B-01	24	18	15	0.033438328
TCGA-WX-AA44-01	5	10	47	0.0581396
TCGA-WX-AA46-01	2	2	17	0.028073097
TCGA-WX-AA47-01	6	5	33	0.05900154
TCGA-XR-A8TD-01	8	8	107	0.12712285439621007
TCGA-XR-A8TE-01	6	7	20	0.087981901
TCGA-XR-A8TF-01	17	20	72	0.1585075981680389
TCGA-XR-A8TG-01	5	6	122	0.084242734
TCGA-YA-A8S7-01	24	26	30	0.1773494065780143
TCGA-ZP-A9CV-01	4	5	17	0.03352307
TCGA-ZP-A9CY-01	0	0	12	0.009964339
TCGA-ZP-A9CZ-01	4	7	45	0.1416702424360057
TCGA-ZP-A9D0-01	4	4	41	0.1413154112552245
TCGA-ZP-A9D1-01	16	25	37	0.17862701401843648
TCGA-ZP-A9D2-01	10	11	122	0.3537306656701841
TCGA-ZP-A9D4-01	5	4	43	0.042884323
TCGA-ZS-A9CD-01	3	3	8	0.014951189403645463
TCGA-ZS-A9CE-01	14	13	31	0.074147018
TCGA-ZS-A9CF-01	5	7	164	0.17010043964150154
TCGA-ZS-A9CF-02	10	15	143	0.1583354467016634
TCGA-ZS-A9CG-01	5	6	23	0.11629926215250948
TCGA-3N-A9WB-06	9	9	18	0.046476979
TCGA-3N-A9WC-06	8	15	92	0.2515796632592657
TCGA-3N-A9WD-06	10	15	84	0.3368749820168386
TCGA-BF-A1PU-01	8	9	29	0.27274830111637954
TCGA-BF-A1PV-01	6	4	5	0.038163917180462775
TCGA-BF-A1PX-01	8	5	7	0.2123681388802404
TCGA-BF-A1PZ-01	8	21	18	0.4174563844214726
TCGA-BF-A1Q0-01	19	49	42	0.20904475902040204
TCGA-BF-A3DJ-01	11	11	35	0.2706616611625915
TCGA-BF-A3DL-01	18	16	11	0.18669326913971565
TCGA-BF-A3DM-01	6	6	33	0.14543583892677844
TCGA-BF-A3DN-01	23	28	24	0.30827034
TCGA-BF-A5EO-01	8	7	42	0.17889826896685798
TCGA-BF-A5EP-01	29	17	81	0.3894081664301133
TCGA-BF-A5EQ-01	16	13	69	0.045332559
TCGA-BF-A5ER-01	10	8	35	0.1136107099785802
TCGA-BF-A5ES-01	2	2	32	0.03572774
TCGA-BF-A9VF-01	16	16	96	0.3742762409174533
TCGA-BF-AAOU-01	12	12	69	0.3470825084628931
TCGA-BF-AAOX-01	5	7	37	0.10446164244605824
TCGA-BF-AAP0-06	6	8	55	0.21516829144961647
TCGA-BF-AAP1-01	18	14	66	0.13865813491794546
TCGA-BF-AAP2-01	2	5	74	0.11341698075604442
TCGA-BF-AAP4-01	20	25	33	0.094404539
TCGA-BF-AAP6-01	13	11	97	0.17485797176487688
TCGA-BF-AAP7-01	5	4	35	0.13197492324926227
TCGA-BF-AAP8-01	7	9	32	0.12640409927305168
TCGA-D3-A1Q1-06	27	34	48	0.2853126521645689
TCGA-D3-A1Q3-06	9	10	20	0.04374799
TCGA-D3-A1Q4-06	13	14	14	0.3258286171964855
TCGA-D3-A1Q5-06	21	24	54	0.2957149111788826
TCGA-D3-A1Q6-06	18	21	14	0.063482458
TCGA-D3-A1Q7-06	6	8	7	0.15407743406462765
TCGA-D3-A1Q8-06	9	8	22	0.2657327644099573
TCGA-D3-A1Q9-06	21	19	85	0.2128660904777502
TCGA-D3-A1QA-06	7	7	8	0.06850697
TCGA-D3-A1QB-06	3	8	7	0.045198239776831184
TCGA-D3-A2J6-06	12	14	119	0.3537326697178368
TCGA-D3-A2J7-06	10	12	14	0.3258580696191775
TCGA-D3-A2J8-06	4	6	3	0.087456356
TCGA-D3-A2J9-06	6	10	19	0.007272035
TCGA-D3-A2JA-06	29	35	32	0.2190298011084238
TCGA-D3-A2JB-06	6	11	15	0.11344662598108107
TCGA-D3-A2JC-06	22	25	88	0.3975955
TCGA-D3-A2JD-06	19	30	11	0.20807311723726865
TCGA-D3-A2JE-06	24	23	26	0.10090354174425603
TCGA-D3-A2JF-06	17	20	11	0.096505214
TCGA-D3-A2JG-06	8	10	55	0.28445072095268137
TCGA-D3-A2JH-06	2	2	0	0
TCGA-D3-A2JK-06	5	3	12	0.11520489971202914
TCGA-D3-A2JL-06	25	24	13	0.17778018856231276
TCGA-D3-A2JN-06	24	24	18	0.3697957306231315
TCGA-D3-A2JO-06	22	18	34	0.16258514926498868
TCGA-D3-A2JP-06	19	18	22	0.14041160659586108
TCGA-D3-A3BZ-06	0	0	9	0.008303134
TCGA-D3-A3C1-06	26	20	24	0.1741256928684886
TCGA-D3-A3C3-06	12	21	26	0.2015065122128542
TCGA-D3-A3C6-06	9	13	23	0.4187362701388145
TCGA-D3-A3C7-06	9	9	42	0.2378305583985565
TCGA-D3-A3C8-06	0	0	0	0
TCGA-D3-A3CB-06	11	15	7	0.17414031335603186
TCGA-D3-A3CC-06	21	23	77	0.17585825190960405
TCGA-D3-A3CE-06	24	21	39	0.23536796280128705
TCGA-D3-A3CF-06	9	8	91	0.16568659840918956
TCGA-D3-A3ML-06	8	8	19	0.08085958
TCGA-D3-A3MO-06	5	5	33	0.13929348628834246
TCGA-D3-A3MR-06	16	11	21	0.355472113
TCGA-D3-A3MU-06	11	12	25	0.059083586142395124
TCGA-D3-A3MV-06	24	25	38	0.5003646551540201
TCGA-D3-A51E-06	6	8	65	0.1193242625990256
TCGA-D3-A51G-06	31	60	48	0.17082168211642915
TCGA-D3-A51H-06	0	0	19	0.00477781
TCGA-D3-A51J-06	13	10	59	0.22285784910328932
TCGA-D3-A51K-06	10	12	105	0.14053868293239238
TCGA-D3-A51N-06	11	13	414	0.2772843120031145
TCGA-D3-A51R-06	5	8	40	0.11595874219050765
TCGA-D3-A51T-06	10	10	77	0.25636502220199386
TCGA-D3-A5GL-06	5	8	38	0.2915363580362549
TCGA-D3-A5GN-06	27	57	30	0.2062096976165283
TCGA-D3-A5GO-06	18	18	53	0.15725488960107462
TCGA-D3-A5GS-06	9	11	45	0.15332069932249404
TCGA-D3-A5GT-01	20	21	32	0.12092927170724045
TCGA-D3-A5GU-06	27	21	23	0.097317779
TCGA-D3-A8GB-06	10	12	83	0.2309546972092993
TCGA-D3-A8GC-06	31	24	112	0.4430667991389731
TCGA-D3-A8GD-06	20	25	69	0.245077145
TCGA-D3-A8GE-06	0	0	13	0.004108104
TCGA-D3-A8GI-06	24	17	26	0.059144029
TCGA-D3-A8GJ-06	5	17	78	0.2580702349406016
TCGA-D3-A8GK-06	4	5	30	0.042586615963737764
TCGA-D3-A8GL-06	10	9	43	0.12398522488001662
TCGA-D3-A8GM-06	20	22	23	0.09107792
TCGA-D3-A8GN-06	22	24	67	0.18983380616349985
TCGA-D3-A8GO-06	25	19	59	0.1843627570244462
TCGA-D3-A8GP-06	24	23	53	0.1422482646464331
TCGA-D3-A8GQ-06	11	10	29	0.053663654
TCGA-D3-A8GR-06	8	11	119	0.2372128666043312
TCGA-D3-A8GS-06	16	9	75	0.32798858412483844
TCGA-D3-A8GV-06	4	9	87	0.1883447332708438
TCGA-D9-A148-06	21	25	21	0.20215548041125853
TCGA-D9-A149-06	18	20	6	0.081994981
TCGA-D9-A1JW-06	9	7	12	0.071979043
TCGA-D9-A1JX-06	9	13	45	0.2713622093631605
TCGA-D9-A3Z1-06	3	4	22	0.069602185
TCGA-D9-A3Z3-06	14	12	126	0.3473644310375068
TCGA-D9-A3Z4-01	11	17	60	0.22826676250020075
TCGA-D9-A4Z2-01	10	8	76	0.191110098
TCGA-D9-A4Z3-01	9	11	182	0.11425203949518735
TCGA-D9-A4Z5-01	21	23	207	0.2621949092484056
TCGA-D9-A6E9-06	24	20	83	0.2567570603818038
TCGA-D9-A6EA-06	25	52	153	0.2471254628774793
TCGA-D9-A6EC-06	24	23	113	0.25115578376726205
TCGA-D9-A6EG-06	13	8	35	0.14872921395257852
TCGA-DA-A1HV-06	20	28	42	0.3436974827858376
TCGA-DA-A1HW-06	14	13	89	0.4181705128154604
TCGA-DA-A1HY-06	7	8	36	0.19960657330536424
TCGA-DA-A1I0-06	10	10	31	0.073184121
TCGA-DA-A1I1-06	22	21	20	0.2478416636934497
TCGA-DA-A1I2-06	22	27	30	0.16460263930771205
TCGA-DA-A1I4-06	13	9	17	0.1931947142761258
TCGA-DA-A1I5-06	13	8	40	0.2497481855840253
TCGA-DA-A1I7-06	19	31	19	0.18718658035865288
TCGA-DA-A1I8-06	29	51	15	0.20805356339318085
TCGA-DA-A1IA-06	14	27	13	0.13930511835184958
TCGA-DA-A1IB-06	3	5	5	0.028624592
TCGA-DA-A1IC-06	8	12	6	0.2287794864566497
TCGA-DA-A3F2-06	0	0	19	1.1658781307935193e-05
TCGA-DA-A3F3-06	5	18	44	0.067866556
TCGA-DA-A3F5-06	29	62	41	0.26190747433151745
TCGA-DA-A3F8-06	5	8	11	0.16298245422067548
TCGA-DA-A95V-06	19	75	143	0.331878514
TCGA-DA-A95W-06	8	8	35	0.094142112
TCGA-DA-A95X-06	12	11	102	0.3587065198298558
TCGA-DA-A95Y-06	11	15	50	0.1626960769341696
TCGA-DA-A95Z-06	15	35	23	0.11985755128549624
TCGA-DA-A960-01	12	18	18	0.091225328
TCGA-EB-A1NK-01	8	7	14	0.078697961
TCGA-EB-A24C-01	10	9	44	0.3485068224027409
TCGA-EB-A24D-01	29	60	22	0.27740437546870184
TCGA-EB-A299-01	8	4	8	0.091308354
TCGA-EB-A3HV-01	7	6	28	0.20873778203488247
TCGA-EB-A3XB-01	17	16	25	0.14801873711322902
TCGA-EB-A3XC-01	20	19	64	0.21414282297671786
TCGA-EB-A3XD-01	8	7	24	0.1384366950185029
TCGA-EB-A3XE-01	6	9	103	0.14323427028820085
TCGA-EB-A3XF-01	5	8	42	0.16802282341394362
TCGA-EB-A3Y6-01	9	11	106	0.28314181518826403
